x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0.80093795,0.2350972,0.80554086,0.22238985,0.79758406,0.2245712,0.81653816,0.22607481,0.79604214,0.2329173,0.8341446,0.29457012,0.79327834,0.3054215,0.8510982,0.380432,0.787278,0.3948344,0.8547066,0.46067056,0.7832713,0.46669632,0.83245814,0.47270337,0.8080411,0.47626752,0.8277983,0.6043346,0.81059283,0.6064554,0.8274442,0.73281366,0.8207138,0.732358
0.7997212,0.23645942,0.80402726,0.22337405,0.7961082,0.22599034,0.81458247,0.2250642,0.79431015,0.2330887,0.8327978,0.29243794,0.7922485,0.3043578,0.8501732,0.38051257,0.78796947,0.39460328,0.85211307,0.4617697,0.7822997,0.46290073,0.83119696,0.47336334,0.8071114,0.47746557,0.826793,0.60644877,0.8106813,0.6092379,0.82513237,0.7355633,0.8197965,0.7362023
0.7977335,0.2360456,0.8019375,0.22295555,0.7942731,0.22575232,0.8127103,0.22410579,0.7929471,0.23262958,0.8315465,0.2911697,0.7915448,0.3028499,0.84942067,0.38022918,0.7868906,0.39070594,0.8508212,0.46792358,0.78026825,0.4603453,0.8307458,0.472994,0.8070906,0.477062,0.8266798,0.6057378,0.811233,0.60853773,0.82565576,0.7361966,0.8213691,0.736722
0.795406,0.23313776,0.79958016,0.21989463,0.7922006,0.2228396,0.81083405,0.22040935,0.7916221,0.22943263,0.83032656,0.2878796,0.79150414,0.29989174,0.84849465,0.38009948,0.78812426,0.3891722,0.8492519,0.47032616,0.77878606,0.45767605,0.830677,0.47293532,0.80792946,0.47701013,0.82389146,0.6097919,0.8107818,0.61267745,0.82534486,0.74491614,0.8233805,0.7454056
0.793775,0.23628376,0.79769933,0.22329341,0.7909787,0.2259012,0.80912656,0.22202219,0.79125935,0.23044609,0.8289122,0.28764835,0.79235333,0.29793903,0.846178,0.38199425,0.7898005,0.38691342,0.8445131,0.47320542,0.7777478,0.4565925,0.8281296,0.47604662,0.80693406,0.47892433,0.8217417,0.6184598,0.81105655,0.62045413,0.8216652,0.7565633,0.8211932,0.7557588
0.7918337,0.23962346,0.79605687,0.22677623,0.78947306,0.22811462,0.80853367,0.22492121,0.79030895,0.23014827,0.82705367,0.28924683,0.7915269,0.29511505,0.8425974,0.3809613,0.7862134,0.381517,0.84169227,0.4718972,0.77464974,0.45809913,0.82450867,0.47406924,0.8040375,0.47476703,0.8188804,0.61508316,0.8084845,0.6151995,0.8203637,0.7515962,0.81797165,0.7476088
0.7906674,0.24072286,0.79481316,0.22788507,0.78812647,0.22922276,0.8071782,0.22663365,0.7889239,0.231799,0.8254736,0.2914062,0.7910475,0.29699415,0.8412305,0.38274753,0.78560036,0.38399386,0.8390841,0.46866015,0.77267164,0.4609666,0.8235111,0.47445247,0.80382675,0.47484574,0.81691045,0.613391,0.807992,0.6130735,0.81808203,0.7492721,0.8174327,0.7448255
0.7875806,0.23705529,0.79171383,0.22429176,0.78531104,0.22569454,0.80445015,0.22308385,0.78669786,0.22853306,0.8239002,0.28833464,0.78871065,0.2948635,0.8396866,0.3806091,0.7828539,0.3837321,0.8362511,0.46833634,0.7699865,0.46431926,0.8225318,0.47579843,0.8021315,0.4765898,0.8177423,0.61898464,0.8070755,0.61901563,0.8176102,0.75671643,0.81451267,0.752356
0.78491634,0.23615216,0.7888926,0.22073798,0.7809624,0.22576275,0.8034016,0.21468882,0.7841955,0.22920212,0.8222887,0.2835136,0.7897467,0.30175784,0.8364307,0.37859344,0.78023434,0.4024485,0.8336154,0.4788006,0.77287453,0.4702572,0.81914854,0.48178574,0.8010115,0.48533404,0.8134677,0.6293005,0.81210965,0.62352324,0.8098999,0.7826911,0.81669915,0.7589508
0.7832901,0.23945339,0.7867717,0.22279374,0.778959,0.22913009,0.8009431,0.21185103,0.78247917,0.22994217,0.8211492,0.2784721,0.78880954,0.29968435,0.83555645,0.3762179,0.77918327,0.403512,0.83193713,0.4823247,0.7712182,0.4766367,0.8175084,0.4836016,0.79975957,0.4880496,0.81236154,0.6330874,0.81290835,0.62702286,0.808498,0.78967804,0.81628084,0.7629931
0.7808843,0.23477101,0.7847342,0.21857333,0.77696514,0.22372393,0.7990274,0.2093078,0.7807859,0.22419415,0.81803495,0.27835023,0.78708994,0.29711184,0.8324097,0.3767384,0.7785805,0.4024542,0.830969,0.4818717,0.7708125,0.47894117,0.8157321,0.48688418,0.7985317,0.49092498,0.81111354,0.6360081,0.8100969,0.62997884,0.8102784,0.79184324,0.81511635,0.76597893
